time,low,high,open,close,volume
2021-11-01 01:00:00,61299.89,61779.87,61610.94,61333.17,314.25071995
2021-11-01 02:00:00,60050.0,61457.28,61333.17,60589.06,1059.93135838
2021-11-01 03:00:00,59752.92,60655.0,60590.23,59971.89,621.41987775
2021-11-01 04:00:00,59500.0,60742.86,59965.41,60553.55,661.72389005
2021-11-01 05:00:00,60492.17,60904.72,60553.1,60641.61,318.17625599
2021-11-01 06:00:00,60316.57,60958.86,60641.61,60763.26,222.95916407
2021-11-01 07:00:00,60760.94,62346.78,60764.55,62199.07,774.950337
2021-11-01 08:00:00,61687.47,62444.44,62199.06,61952.43,469.16788183
2021-11-01 09:00:00,61900.0,62246.19,61950.09,61982.56,328.76235206
2021-11-01 10:00:00,61925.11,62320.04,61982.56,62289.99,258.98756593
2021-11-01 11:00:00,61814.53,62500.0,62288.01,61852.16,604.29758247
2021-11-01 12:00:00,61668.37,62216.05,61840.58,61876.37,459.20721042
2021-11-01 13:00:00,61747.07,62100.0,61876.36,61997.78,449.64890828
2021-11-01 14:00:00,61320.74,62034.85,61995.47,61486.05,611.05543291
2021-11-01 15:00:00,61415.95,61629.61,61486.06,61580.5,435.61177513
2021-11-01 16:00:00,61048.0,61591.09,61580.5,61057.76,645.78846408
2021-11-01 17:00:00,60742.53,61095.43,61057.76,60781.09,659.96382577
2021-11-01 18:00:00,60541.11,60839.21,60776.49,60590.49,543.1258594
2021-11-01 19:00:00,60327.0,61505.33,60590.49,61504.85,628.18461583
2021-11-01 20:00:00,60625.0,61500.53,61487.59,60721.48,492.6168458
2021-11-01 21:00:00,60454.76,60928.62,60730.84,60769.96,293.62373865
2021-11-01 22:00:00,60743.88,61221.99,60769.96,61128.26,289.71546962
2021-11-01 23:00:00,60935.09,61228.98,61128.26,60949.54,248.69130242
2021-11-02 00:00:00,60672.16,61430.78,60956.4,60999.99,509.49498589
2021-11-02 01:00:00,60797.11,61618.38,61000.0,61380.53,820.61245558
2021-11-02 02:00:00,60879.65,61463.21,61380.53,60955.0,342.26386121
2021-11-02 03:00:00,60834.08,61200.0,60955.68,61133.49,293.01416318
2021-11-02 04:00:00,61122.9,61600.01,61142.46,61476.85,319.89309464
2021-11-02 05:00:00,61347.99,61841.0,61479.34,61822.99,357.14629502
2021-11-02 06:00:00,61619.57,61877.55,61822.98,61821.73,225.15722081
2021-11-02 07:00:00,61547.54,61860.53,61821.73,61563.22,222.22605317
2021-11-02 08:00:00,61415.89,61815.5,61575.54,61600.19,205.84818992
2021-11-02 09:00:00,61536.8,63231.0,61597.99,63129.0,913.87941843
2021-11-02 10:00:00,63055.2,63619.31,63107.14,63261.36,765.52520003
2021-11-02 11:00:00,62948.01,63402.56,63258.0,62956.34,708.64617224
2021-11-02 12:00:00,62956.35,63325.73,62956.35,63049.99,507.43583204
2021-11-02 13:00:00,63049.99,63500.0,63050.0,63454.33,688.06110209
2021-11-02 14:00:00,63083.23,63955.0,63454.39,63402.87,1063.81704777
2021-11-02 15:00:00,63387.26,64300.0,63404.56,64066.27,1009.67045026
2021-11-02 16:00:00,63671.41,64300.0,64066.27,63701.73,710.21131834
2021-11-02 17:00:00,63456.0,63819.65,63701.74,63488.11,440.15047141
2021-11-02 18:00:00,63264.58,63557.68,63488.11,63275.68,452.95846611
2021-11-02 19:00:00,63267.11,63697.92,63275.68,63622.2,651.66274069
2021-11-02 20:00:00,63081.09,63644.71,63619.82,63138.58,613.46456337
2021-11-02 21:00:00,62952.62,63334.39,63136.57,63039.93,640.40372129
2021-11-02 22:00:00,62950.96,63211.16,63039.23,62970.07,493.03000352
2021-11-02 23:00:00,62645.8,63286.62,62970.07,63266.51,739.54256761
2021-11-03 00:00:00,62905.92,63568.36,63266.5,63550.83,626.11261799
2021-11-03 01:00:00,63050.01,63549.28,63547.94,63189.96,434.59311152
2021-11-03 02:00:00,62800.0,63263.72,63189.97,63201.1,370.74877477
2021-11-03 03:00:00,62971.97,63289.13,63201.87,63265.23,385.26716129
2021-11-03 04:00:00,62787.71,63268.37,63265.23,62811.95,334.47221192
2021-11-03 05:00:00,62813.91,63233.31,62813.91,63082.61,309.17615108
2021-11-03 06:00:00,62875.0,63148.99,63082.62,62877.46,286.86032347
2021-11-03 07:00:00,62827.49,63548.56,62877.47,63438.48,335.38343744
2021-11-03 08:00:00,62941.62,63442.53,63439.0,63016.81,222.62110853
2021-11-03 09:00:00,62922.6,63394.25,63016.81,63349.67,201.37246618
2021-11-03 10:00:00,63152.87,63464.68,63347.53,63172.75,368.7288317
2021-11-03 11:00:00,62961.34,63248.69,63172.74,63167.95,267.12480179
2021-11-03 12:00:00,62255.01,63215.0,63166.36,62521.83,780.77176337
2021-11-03 13:00:00,61665.39,62709.92,62523.72,61857.68,1113.62673765
2021-11-03 14:00:00,61610.5,62147.83,61857.67,62002.43,768.1039202
2021-11-03 15:00:00,61778.54,62264.05,62002.43,62242.1,615.16326123
2021-11-03 16:00:00,62026.1,62560.31,62247.53,62165.99,481.65526622
2021-11-03 17:00:00,62108.43,62701.25,62166.0,62518.9,526.36576581
2021-11-03 18:00:00,60070.0,63257.66,62518.89,63197.11,2072.28638305
2021-11-03 19:00:00,62833.49,63373.17,63192.7,62837.41,748.70234267
2021-11-03 20:00:00,62750.05,63061.26,62837.4,62767.09,569.51571311
2021-11-03 21:00:00,62766.09,63247.39,62766.64,63157.81,399.17687588
2021-11-03 22:00:00,62771.0,63215.58,63157.81,62841.39,398.90274498
2021-11-03 23:00:00,62811.77,63148.51,62838.88,62935.41,335.14004062
2021-11-04 00:00:00,62759.79,63114.14,62935.4,62851.81,500.61581524
2021-11-04 01:00:00,62294.15,62873.71,62851.81,62379.61,471.99506532
2021-11-04 02:00:00,62232.58,62579.75,62379.62,62579.75,297.44023486
2021-11-04 03:00:00,62312.05,62608.15,62579.74,62458.48,254.15486984
2021-11-04 04:00:00,62442.88,62854.3,62458.47,62711.8,211.27764563
2021-11-04 05:00:00,62368.22,62779.07,62712.02,62421.6,173.57739724
2021-11-04 06:00:00,62389.02,62675.53,62421.61,62486.32,182.75561451
2021-11-04 07:00:00,61879.46,62670.84,62501.46,61901.53,363.56228552
2021-11-04 08:00:00,61606.28,62348.01,61901.53,61642.32,497.46210957
2021-11-04 09:00:00,61363.57,61869.43,61647.6,61842.8,312.35814857
2021-11-04 10:00:00,61670.8,62034.07,61842.8,61953.81,344.6174469
2021-11-04 11:00:00,61309.94,62020.73,61953.8,61506.2,373.98244355
2021-11-04 12:00:00,61350.01,61939.28,61510.23,61920.6,343.96385247
2021-11-04 13:00:00,61627.61,62254.48,61920.6,62154.1,591.25298893
2021-11-04 14:00:00,61733.05,62450.0,62151.68,61827.7,769.72753083
2021-11-04 15:00:00,60800.0,61887.27,61827.7,61090.82,1562.61315326
2021-11-04 16:00:00,60880.38,61365.69,61090.82,61228.83,727.76644843
2021-11-04 17:00:00,60760.0,61300.0,61228.82,60909.47,622.48777646
2021-11-04 18:00:00,60754.9,61425.0,60909.47,60790.97,620.35824126
2021-11-04 19:00:00,60728.77,61321.96,60790.96,61260.9,616.0416336
2021-11-04 20:00:00,61097.56,61574.94,61271.3,61370.71,384.3669466
2021-11-04 21:00:00,61203.38,61500.0,61370.71,61397.0,283.46913905
2021-11-04 22:00:00,61057.34,61440.55,61396.99,61188.45,313.85756858
2021-11-04 23:00:00,61140.22,61531.65,61188.45,61444.5,232.05418299
2021-11-05 00:00:00,60870.0,61537.09,61444.49,60920.77,343.89967081
2021-11-05 01:00:00,60896.37,61840.0,60920.68,61820.72,387.04982911
2021-11-05 02:00:00,61678.53,61960.0,61820.72,61678.53,370.38582985
2021-11-05 03:00:00,61678.53,62364.98,61678.53,62247.05,424.67146801
2021-11-05 04:00:00,62117.13,62510.54,62246.59,62146.75,389.74062331
2021-11-05 05:00:00,61945.62,62238.57,62146.75,62230.68,164.03621892
2021-11-05 06:00:00,62189.13,62638.59,62230.44,62216.97,260.88996795
2021-11-05 07:00:00,62158.45,62524.94,62216.98,62174.32,126.79653393
2021-11-05 08:00:00,61979.56,62240.74,62174.33,62238.45,199.83953847
2021-11-05 09:00:00,61552.52,62269.19,62235.87,61752.55,263.38203731
2021-11-05 10:00:00,61505.05,61828.98,61752.41,61609.04,160.56734684
2021-11-05 11:00:00,61253.21,61848.27,61609.05,61309.92,402.10785443
2021-11-05 12:00:00,61218.13,61613.59,61309.35,61563.32,504.22635128
2021-11-05 13:00:00,61498.0,61978.16,61562.6,61836.21,505.99690717
2021-11-05 14:00:00,61266.44,61913.93,61836.21,61315.01,588.37165543
2021-11-05 15:00:00,60800.0,61382.4,61315.01,60839.21,934.4345471
2021-11-05 16:00:00,60787.51,61060.0,60839.21,60922.96,666.66077301
2021-11-05 17:00:00,60811.25,61134.4,60922.96,61012.02,572.81139397
2021-11-05 18:00:00,60945.14,61423.63,61012.02,61233.11,681.3983384
2021-11-05 19:00:00,60871.73,61233.11,61233.11,61141.14,634.92591553
2021-11-05 20:00:00,60777.0,61141.17,61138.64,60975.28,601.97184395
2021-11-05 21:00:00,60893.22,61242.03,60975.28,61114.08,533.10491231
2021-11-05 22:00:00,61039.86,61361.22,61117.6,61112.57,448.44655803
2021-11-05 23:00:00,60857.14,61136.4,61112.57,61006.15,433.08008774
2021-11-06 00:00:00,60855.29,61337.33,61006.14,61239.54,365.81501972
2021-11-06 01:00:00,61023.93,61334.64,61239.55,61237.05,334.01337397
2021-11-06 02:00:00,60955.14,61276.64,61237.06,61033.07,241.13085538
2021-11-06 03:00:00,61000.0,61196.6,61033.06,61170.39,178.1077045
2021-11-06 04:00:00,61038.85,61329.75,61170.39,61248.08,195.39290783
2021-11-06 05:00:00,61241.95,61531.04,61248.09,61474.29,175.51089356
2021-11-06 06:00:00,61214.89,61599.25,61474.28,61318.33,115.45841856
2021-11-06 07:00:00,60556.41,61334.61,61316.12,60847.11,373.2152426
2021-11-06 08:00:00,60781.73,61388.64,60847.12,61063.94,236.69905838
2021-11-06 09:00:00,60905.46,61201.54,61063.41,60972.49,96.77229652
2021-11-06 10:00:00,60509.31,61049.21,60974.46,60544.04,229.61650948
2021-11-06 11:00:00,60150.79,60674.99,60539.93,60383.01,573.98144832
2021-11-06 12:00:00,60125.0,60644.69,60383.01,60316.75,388.04134658
2021-11-06 13:00:00,60290.26,60755.0,60316.75,60579.23,404.1951852
2021-11-06 14:00:00,60363.12,60772.06,60579.23,60650.52,265.3744726
2021-11-06 15:00:00,60603.77,60829.35,60650.52,60704.65,328.50501792
2021-11-06 16:00:00,60481.48,60883.43,60704.66,60675.42,267.90426583
2021-11-06 17:00:00,60655.78,60914.29,60681.23,60752.5,192.14590965
2021-11-06 18:00:00,60725.0,60890.42,60747.49,60807.31,177.69237308
2021-11-06 19:00:00,60800.25,61227.21,60807.31,61219.62,233.29987447
2021-11-06 20:00:00,61147.09,61450.0,61219.32,61200.0,376.55665947
2021-11-06 21:00:00,61199.99,61527.7,61200.0,61453.11,237.35393575
2021-11-06 22:00:00,61356.17,61535.9,61453.12,61415.43,223.41634235
2021-11-06 23:00:00,61334.75,61540.0,61417.16,61539.31,156.23948017
2021-11-07 00:00:00,61397.86,61969.26,61539.3,61969.26,436.90012239
2021-11-07 01:00:00,61829.59,62352.38,61969.3,61898.96,678.84299227
2021-11-07 02:00:00,61804.45,62180.9,61898.95,61971.98,213.5097497
2021-11-07 03:00:00,61959.46,62244.59,61971.97,62200.09,164.86636474
2021-11-07 04:00:00,62164.05,62335.1,62200.09,62235.01,206.86618628
2021-11-07 05:00:00,61966.09,62235.01,62235.0,61990.62,130.95837186
2021-11-07 06:00:00,61827.85,62108.58,61990.62,61860.7,137.27206708
2021-11-07 07:00:00,61758.56,61973.84,61860.7,61812.04,197.26141392
2021-11-07 08:00:00,61673.18,61882.65,61812.03,61726.1,78.07564688
2021-11-07 09:00:00,61532.7,62052.63,61726.11,62001.87,98.34229389
2021-11-07 10:00:00,61847.58,62400.0,62007.14,61961.35,145.64691124
2021-11-07 11:00:00,61628.13,61985.0,61961.34,61936.96,92.93956636
2021-11-07 12:00:00,61770.44,62176.83,61940.08,61807.55,182.98256618
2021-11-07 13:00:00,61800.0,62179.44,61807.55,61877.68,182.5022081
2021-11-07 14:00:00,61827.39,62069.14,61875.55,61827.4,153.29763757
2021-11-07 15:00:00,61760.42,62008.0,61827.39,61992.7,145.07451196
2021-11-07 16:00:00,61989.42,62289.0,61992.7,62094.41,199.30409949
2021-11-07 17:00:00,62074.48,62518.21,62094.38,62513.41,249.96324926
2021-11-07 18:00:00,62142.42,62570.97,62502.55,62498.06,253.9730296
2021-11-07 19:00:00,62197.59,62551.19,62498.06,62315.67,165.80910533
2021-11-07 20:00:00,62224.74,62854.2,62319.98,62693.25,285.80236691
2021-11-07 21:00:00,62686.2,63110.99,62691.23,62888.77,412.7387432
2021-11-07 22:00:00,62809.58,63052.96,62888.76,62870.45,322.65041871
2021-11-07 23:00:00,62822.6,63327.96,62870.45,63309.13,460.44498442
2021-11-08 00:00:00,63309.12,65042.0,63309.12,65040.98,2724.68196312
2021-11-08 01:00:00,64991.94,65682.03,65041.99,65134.19,1756.8445158
2021-11-08 02:00:00,65088.61,65382.85,65134.18,65114.77,812.58509612
2021-11-08 03:00:00,64997.52,65265.07,65114.77,65239.19,548.32589777
2021-11-08 04:00:00,65113.48,65394.87,65239.18,65216.96,490.21789285
2021-11-08 05:00:00,65133.9,65662.43,65216.96,65481.41,425.5337489
2021-11-08 06:00:00,65414.73,66178.68,65481.4,65948.69,839.76256573
2021-11-08 07:00:00,65635.13,66353.08,65959.63,65986.36,563.51983005
2021-11-08 08:00:00,65635.01,66300.0,65988.45,66273.36,358.18221964
2021-11-08 09:00:00,66041.15,66437.69,66267.25,66097.66,364.89907499
2021-11-08 10:00:00,65743.53,66185.44,66101.46,66050.56,316.13120737
2021-11-08 11:00:00,65800.0,66090.75,66050.55,66090.73,381.85676476
2021-11-08 12:00:00,65775.53,66196.34,66090.73,65834.13,556.82886241
2021-11-08 13:00:00,65288.82,65999.0,65840.36,65411.9,705.41893808
2021-11-08 14:00:00,65170.37,65555.0,65411.91,65339.8,641.91076023
2021-11-08 15:00:00,65221.03,66523.0,65339.8,66404.3,835.52761476
2021-11-08 16:00:00,65896.29,66579.64,66403.7,65963.66,753.79548466
2021-11-08 17:00:00,65846.67,66245.27,65963.72,66004.67,702.45002487
2021-11-08 18:00:00,65796.93,66042.96,66004.66,65950.0,375.37393861
2021-11-08 19:00:00,65833.42,66147.37,65946.78,65833.43,474.4518216
2021-11-08 20:00:00,65599.86,66172.76,65833.43,66075.01,607.42396495
2021-11-08 21:00:00,65986.31,66446.26,66075.01,66132.93,451.63814381
2021-11-08 22:00:00,66105.3,66582.57,66132.93,66547.92,365.35439916
2021-11-08 23:00:00,66405.81,67792.77,66545.77,67554.84,1609.15824135
2021-11-09 00:00:00,67050.05,67772.0,67554.13,67655.08,792.56943074
2021-11-09 01:00:00,67376.39,67697.04,67651.76,67537.93,525.96275628
2021-11-09 02:00:00,67310.25,67841.69,67542.97,67650.0,444.47405361
2021-11-09 03:00:00,67569.91,68568.85,67650.0,68521.24,1159.45542135
2021-11-09 04:00:00,68139.67,68530.0,68521.24,68300.01,689.46150216
2021-11-09 05:00:00,67864.3,68415.9,68300.01,68157.01,643.627949
2021-11-09 06:00:00,67699.53,68236.22,68157.01,68066.14,484.88353074
2021-11-09 07:00:00,67691.01,68198.1,68071.19,67915.31,356.69517954
2021-11-09 08:00:00,67739.99,68171.08,67915.31,68133.71,402.4156874
2021-11-09 09:00:00,67914.11,68272.49,68130.0,68266.76,377.56507727
2021-11-09 10:00:00,67851.67,68276.58,68266.76,67883.99,304.40337085
2021-11-09 11:00:00,67335.38,67943.19,67884.0,67627.2,477.67743599
2021-11-09 12:00:00,67300.68,67768.64,67627.19,67578.33,310.90845107
2021-11-09 13:00:00,67554.39,68119.37,67573.84,68107.08,410.63308291
2021-11-09 14:00:00,67171.3,68115.71,68115.71,67380.28,1013.08593677
2021-11-09 15:00:00,66623.76,67557.78,67366.34,66799.3,1465.91385185
2021-11-09 16:00:00,66441.27,67035.0,66799.29,66710.98,977.61367618
2021-11-09 17:00:00,66261.79,66971.97,66709.01,66829.99,708.94681373
2021-11-09 18:00:00,66527.86,67275.0,66829.99,66537.83,754.38219334
2021-11-09 19:00:00,66344.84,66841.53,66537.83,66827.93,490.65764911
2021-11-09 20:00:00,66690.19,67372.53,66827.93,67371.7,494.31690989
2021-11-09 21:00:00,67276.47,67797.0,67371.7,67726.83,657.74446983
2021-11-09 22:00:00,66995.96,67742.25,67729.35,67303.15,504.19985248
2021-11-09 23:00:00,66752.45,67435.16,67303.16,66944.66,549.03080609
2021-11-10 00:00:00,66787.79,67400.2,66938.76,67005.54,690.2660056
2021-11-10 01:00:00,66862.54,67312.72,67005.54,67030.78,289.16701647
2021-11-10 02:00:00,66792.25,67193.01,67030.78,66814.99,354.91973864
2021-11-10 03:00:00,66355.32,66822.68,66814.99,66485.61,619.84558214
2021-11-10 04:00:00,66259.98,66666.51,66485.61,66639.42,576.7032924
2021-11-10 05:00:00,66287.34,66646.5,66639.42,66345.14,254.1007078
2021-11-10 06:00:00,66240.21,66615.03,66345.15,66527.62,303.44627568
2021-11-10 07:00:00,66313.83,66738.46,66527.62,66437.65,276.46415686
2021-11-10 08:00:00,66364.89,66860.71,66437.65,66622.64,290.91873786
2021-11-10 09:00:00,66562.19,66838.4,66621.72,66691.4,274.3721028
2021-11-10 10:00:00,66655.25,67098.34,66691.58,66789.01,239.40374057
2021-11-10 11:00:00,66543.39,66904.57,66789.01,66543.4,236.68453619
2021-11-10 12:00:00,66260.0,66962.63,66544.07,66385.29,351.74512802
2021-11-10 13:00:00,65951.0,68027.0,66385.31,68005.01,1120.72015412
2021-11-10 14:00:00,67926.62,69000.0,68005.02,68412.8,2178.29849914
2021-11-10 15:00:00,68200.0,68520.0,68414.82,68361.04,598.17445678
2021-11-10 16:00:00,68359.94,68756.84,68363.78,68509.92,988.79961364
2021-11-10 17:00:00,68456.5,68800.01,68515.45,68639.63,877.02400488
2021-11-10 18:00:00,67592.06,68656.48,68638.47,67782.03,972.96532036
2021-11-10 19:00:00,66559.37,68010.62,67781.42,66640.96,1006.99101045
2021-11-10 20:00:00,65100.0,67041.51,66640.96,65835.0,2119.54875499
2021-11-10 21:00:00,62800.0,66165.64,65835.0,64299.57,2769.79616087
2021-11-10 22:00:00,63913.63,65325.32,64292.43,65159.85,966.11211645
2021-11-10 23:00:00,64300.0,65167.7,65159.85,64912.2,673.77806473
2021-11-11 00:00:00,64209.11,65037.17,64912.2,64983.25,682.61513675
2021-11-11 01:00:00,64389.14,65088.01,64976.5,64764.07,505.50881434
2021-11-11 02:00:00,64133.78,64764.06,64764.06,64543.56,617.50913434
2021-11-11 03:00:00,64400.0,64857.81,64543.56,64782.01,516.42637331
2021-11-11 04:00:00,64420.52,64822.39,64782.01,64636.34,316.23839831
2021-11-11 05:00:00,64583.28,64931.17,64636.33,64700.0,228.80388515
2021-11-11 06:00:00,64537.11,65014.43,64699.7,64844.3,275.80939257
2021-11-11 07:00:00,64814.16,65425.0,64847.36,65255.12,345.37085291
2021-11-11 08:00:00,64612.26,65465.96,65255.12,65377.54,398.56281325
2021-11-11 09:00:00,65050.36,65600.0,65395.11,65394.0,267.3846425
2021-11-11 10:00:00,65104.06,65410.9,65394.01,65260.71,204.42901586
2021-11-11 11:00:00,64972.71,65349.96,65259.03,65301.87,368.01769102
2021-11-11 12:00:00,64716.46,65370.98,65299.49,65032.16,341.68551091
2021-11-11 13:00:00,64644.88,65177.51,65032.16,64761.39,480.42945187
2021-11-11 14:00:00,64427.85,65500.0,64761.39,65194.22,938.72846752
2021-11-11 15:00:00,64718.34,65390.99,65191.14,64836.16,618.60197097
2021-11-11 16:00:00,64763.51,65258.58,64836.15,65075.06,586.29481604
2021-11-11 17:00:00,64878.97,65280.63,65072.53,64952.9,415.52046433
2021-11-11 18:00:00,64612.34,65040.28,64952.9,64771.77,498.9837854
2021-11-11 19:00:00,64754.25,65265.48,64771.77,65160.0,354.87362327
2021-11-11 20:00:00,64780.0,65251.76,65160.0,64826.25,401.73411603
2021-11-11 21:00:00,64775.0,65105.0,64829.68,65074.06,294.07691601
2021-11-11 22:00:00,64927.15,65352.26,65074.06,65203.52,286.69479201
2021-11-11 23:00:00,64773.99,65212.52,65203.52,64807.59,315.21465948
2021-11-12 00:00:00,64686.35,64962.19,64807.73,64846.89,340.42477171
2021-11-12 01:00:00,64108.0,65392.74,64846.89,65120.94,780.8496004
2021-11-12 02:00:00,64942.83,65477.06,65120.95,65037.97,417.77344999
2021-11-12 03:00:00,64777.0,65081.44,65038.03,64855.31,436.97577561
2021-11-12 04:00:00,64721.73,65093.81,64855.16,64994.49,310.26496424
2021-11-12 05:00:00,64679.98,65024.67,64995.56,64694.45,166.94275543
2021-11-12 06:00:00,64472.98,64853.31,64694.44,64530.05,193.18158753
2021-11-12 07:00:00,64240.0,64652.15,64522.85,64502.24,303.59402959
2021-11-12 08:00:00,64241.68,64962.99,64502.24,64898.29,246.36984166
2021-11-12 09:00:00,63674.44,64898.29,64898.28,63822.19,586.26617602
2021-11-12 10:00:00,63551.72,64214.97,63814.5,63670.59,490.6900352
2021-11-12 11:00:00,63527.88,64055.62,63670.93,63762.96,441.82153826
2021-11-12 12:00:00,63350.53,64211.45,63762.96,63841.53,600.42325784
2021-11-12 13:00:00,63260.62,64099.26,63841.53,64006.07,668.70890559
2021-11-12 14:00:00,63467.76,64185.28,64006.06,63477.99,834.85088635
2021-11-12 15:00:00,62886.34,63569.37,63477.99,63174.28,1532.51729019
2021-11-12 16:00:00,62300.0,63388.37,63177.31,63097.27,1783.98929988
2021-11-12 17:00:00,62959.49,63644.25,63092.59,63613.81,697.09877804
2021-11-12 18:00:00,63561.83,64128.48,63613.8,63900.98,849.48440241
2021-11-12 19:00:00,63585.42,63928.22,63900.98,63868.9,459.36030724
2021-11-12 20:00:00,63858.38,64376.92,63868.9,64148.79,507.51421347
2021-11-12 21:00:00,64018.45,64512.35,64155.78,64100.42,409.48832177
2021-11-12 22:00:00,63741.99,64224.0,64100.42,63949.46,271.94041146
